first_air_date,genre_ids,id,name,original_language,original_name,overview,popularity,vote_average,vote_count
2008-09-07,"[10759, 16, 35, 10762, 10765]",132359,Battle Spirits: Shonen Toppa Bashin,ja,バトルスピリッツ 少年突破バシン,"Bashin is a grade 6 student who loves trading card games. The globally popular card game Battle Spirits is all the rage. Through some strange circumstances, Bashin acquires a Pyroxene which gives Bashin the ability to become a Card Battler. He can summon the monster Spirits depicted on the cards so they can fight each other. Bashin learns that the legendary X Rare Card actually exists, and he engages in fierce card battles with other rivals to get the X Rare Card.",11.554,8.0,3
2023-04-01,"[16, 35, 10762, 10765]",221725,Chibi Godzilla Raids Again,ja,ちびゴジラの逆襲,"Welcome back, Chibi Godzilla! Everyone’s favorite little monster has made its return with the new anime series Chibi Godzilla Raids Again!",11.542,8.5,1
1982-04-05,"[35, 16]",16576,Don Dracula,ja,ドン・ドラキュラ,"This is a horror comedy in which a Western-style house in Romania is bought and brought to Tokyo, with the inhabitants still inside. They are Don Dracula the vampire, his daughter Chocola and his servant Igor.",11.538,6.4,9
2011-04-07,"[16, 35]",77401,Hyouge Mono,ja,へうげもの,"Sasuke Furuta is a vassal of the great warlord Nobunaga Oda and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Nobunaga and the legendary tea master Soueki Senne, Sasuke walks the way of the Hyouge Mono.",11.535,10.0,2
2023-01-09,"[16, 18, 10759, 10765]",194665,HIGH CARD,ja,HIGH CARD,"Fourland Kingdom is an island nation in the North Atlantic. In this country, there are 52 X-Playing Cards, considered the origin of playing cards. A card with a unique supernatural ability can gift its abilities to a qualified person: the player.

One day, the X-Playing Cards in government's custody were spread all over Fourland leading to troubles caused by the supernatural abilities of the players with cards across the country. The king secretly assigns Pinochle, one of the top corporations of the nation, to a mission, to collect the cards that are causing all the chaos in the country.",11.532,5.9,11
2001-10-14,"[16, 10759, 10765]",69113,Cyborg 009,ja,サイボーグ009 THE CYBORG SOLDIER,"Nine super-powered cyborg soldiers join forces to combat Black Ghost, the terrorist organization which they were originally created to serve.",11.520999999999999,7.3,7
1977-09-12,"[16, 35]",23696,おれは鉄兵,ja,おれは鉄兵,,11.519,3.0,3
2021-12-28,"[16, 10765]",154333,The Missing 8,ja,The Missing 8,"A devastated world - Androids and robots live there. ""Poppy"" is an android that looks like a human. ""Punkun"" is a android who is not interested in humans. One night, a star fell in front of them while looking up at the sky...",11.508,0.0,0
2013-01-07,"[16, 18, 10765, 9648]",50087,Amnesia,ja,AMNESIA,"This story takes place in a fictional town, in a fictional country, in a fictional world. One morning, a young lady awakens to find that she has lost all her memories prior to that morning. Her life, her relationships, her very name—all gone. All that's left is a cell phone with numbers and names she doesn't recognize and Orion, a young boy that only she appears to be able to see. With Orion's guidance, she struggles to make sense of herself, a boyfriend she doesn't know and the thousand and one little things that make up a daily life. But with no memories left, the only alternative is to forge new ones, even if that means leaving old loves behind.",11.501,5.9,22
1990-04-06,[16],26110,NG Knight Lamune & 40,ja,NG騎士ラムネ&40,"Baba Lamune, a 4th grader, is pulled into another world after he beats a video game he bought from a street peddler. He arrives in Hara-Hara to discover he's destined to save the world from the evil Don Harumage, with the help of the Guardian Knights, free-thinking robots.  The writing is heavy with word-play; even the characters are named after popular Japanese drinks. It has 4 sequels, including 3 OVA, named ""[NG or VS] Knight Lamune & 40""",11.485999999999999,8.0,1
2021-05-28,"[16, 10765]",125515,Artiswitch,ja,アーティスウィッチ,"Nina is a witch who works at one of the street shops of Harajuku. With her magical powers and supernatural abilities, Nina is able to satisfy the needs of her artsy customers. Although, these customers are only allowed to meet Nina when their true desire is well known to her.",11.484000000000002,8.3,4
2020-01-07,"[16, 18]",96377,Breakers,ja,ブレーカーズ,"Centers on para-athletes who all meet an outcast sports scientist named Ren Narita. The anime will have four stories about four different sports: wheelchair basketball, track and high jump, goalball, and paralympic swimming.",11.481,3.5,2
1996-10-04,"[16, 35, 10765]",34689,Magical Project S,ja,魔法少女プリティサミー,"In the magical kingdom Juraihelm, Tsunami is in line to be crowned queen but must complete a test first. She must choose someone to make the world a better place. Sasami is given the task of delivering a CD from her mother's store to a spooky mansion. When she gets there she is met by Tsunami who tells her she will become a magical girl. She endows Sasami with magical powers and sends Ryo-Okhi with her as a guide. Matters are not easy, however, as Tsunami's rival, Ramia, wants the crown and will do anything she can, including creating her own magical girl, Pixy Misa, to stop Tsunami from being crowned.",11.462,7.5,4
1977-04-04,"[16, 18]",20195,Attack on Tomorrow,ja,あしたへアタック！,"A group of high school girls who love to play volleyball form a team. Although it starts out as a weak and unorganized sport club, over time the girls’ extraordinary passion and endeavor enables their team to become one of the best organized and highly recognized teams at the school. Now they aim to win the championship in the National High School Volleyball League.",11.45,7.3,3
2019-01-10,[16],84662,Dimension High School,ja,Dimensionハイスクール,"One day, on his way to high school, student Junpei picks up an unusual looking rock. Thinking nothing of it, he heads to class. While in the middle of a session, the rock comes to life and transports him and four others to an animated world! To make matters more interesting, the group is introduced to a giant sphinx who is determined to take over the world! Now, to protect their world from invasion, the group must work together as anime characters and real-world humans!",11.424000000000001,5.5,2
1996-02-07,"[16, 10759, 10765]",12697,Dragon Ball GT,ja,ドラゴンボールGT,"Ten years have passed since Goku left his friends and family to hone his skills. But Goku soon finds himself helpless against the mystical power of the Dragon Balls and an accidental wish made by the devious Emperor Pilaf. The wish; that Goku once again become a child! Goku, together with Trunks, and his own granddaughter Pan, blast off into the outer reaches of space in search of the mysterious Blackstar Dragon Balls. But these Dragon Balls have a fatal secret: if not collected within one year Earth will be destroyed.",11.408,7.7,1807
2006-01-07,"[16, 35, 10765]",21260,Tactical Roar,ja,タクティカルロア,"Tactical Roar is a Japanese anime television series set in a not-too-distant future. The series is around all-female crew of the commercial Warship, the Pascal Magi. The series is mix of serious combat, political intrigue, light romance, and comedy. A classic story of the underdogs trying prove their worth amidst superior enemies, and doubtful arrogant allies. The series produced with mix of traditional and Computer Generated animation.",11.404000000000002,8.0,1
1968-10-07,"[16, 10759]",35410,Humanoid Monster Bem,ja,妖怪人間ベム,"The plot of the series revolves around three yokai (supernatural creatures), Bem, Bela and Belo, who arrive at a large coastal city and come across an evil atmosphere, which was brought about by immoral behavior by humans and mischief caused by monsters and yokai. They therefore decide to stay in the city, fighting against other monsters and yokai which attack humans, making a few friends along the way. Even though the three yokai are often abused and discriminated against by other human beings due to their appearance, they still strive in protecting the human populace of the city from other monsters, one day hoping to become human beings in return for their good actions.",11.401,8.0,1
1984-02-07,"[16, 10765, 10759]",78382,Dream Fighter Wingman,ja,夢戦士ウイングマン,"Kenta is a high school student obsessed with Superheroes and anime, often seen running around in a costume of his own design called ""Wing Man.""  One day as Kenta is walking to school, a girl from another world drops out of the sky. Princess Aoi escaped the villain Rimeru with the artifact known as the ""Dream Note"" which enables its possessor to create anything they desire by drawing or writing within its pages.  Kenta soon discovers that his designs and notes on Wing Man become reality and he in turn becomes his own creation.",11.362,8.0,5
1980-02-04,[16],42426,Monchhichi Twins,ja,ふたごのモンチッチ,,11.359000000000002,0.0,0
1997-10-03,"[16, 10759]",94196,Battle Athletes Victory,ja,バトルアスリーテス大運動会,"Akari Kanzaki has just joined an all-girls academy in hopes of entering the University Satellite, an elite sports training facility. She wants to win the title of Cosmo Beauty - a title held years ago by her mother. It's not an easy task for her as fear, doubt and peer pressure get in her way, but friends, rivals and fans slowly encourage her to overcome her obstacles and become the best of the Battle Athletes.",11.350999999999999,5.2,5
2006-01-12,"[18, 16, 35]",34746,Looking Up at the Half-Moon,ja,半分の月がのぼる空,"Even though Yuuichi Ezaki is in the hospital recovering from an illness, he's constantly sneaking out. One day he's caught by the head nurse, who makes a deal with him: she'll overlook his future excursions if he's willing to befriend a new patient, Rika Akiba. Due to a serious heart condition, Rika has spent most of her life in the hospital, and doesn't really have any friends. As Yuuichi and Rika spend time together and learn more about each other, their relationship soon blossoms into romance...",11.349,6.6,7
